Adulterant,Adulteration,frequency_shift,sensitivity,S11,q_factor
Palm Oil,5,1.29941163842389,0.14162733042565265,-10.124463698880678,35.7941285516185
Olive Oil,45,1.72950688367638,0.21035338112511423,-7.0325842227763875,64.0138564027436
Olive Oil,30,1.47971305344446,0.21889613600326352,-9.175400880453948,54.8419928676516
Soy Refined Oil,35,1.63278543141213,0.28970742426280655,-8.443181578860456,66.6466868668975
Olive Oil,5,1.29441793437687,0.1170030348498509,-9.640222394256968,34.6439569270573
Soy Refined Oil,35,1.69375372833922,0.287028150196174,-8.337810566827256,70.479768381897
Soy Refined Oil,30,1.44379224043904,0.25532540675857485,-7.258320523560701,53.156851867069
Palm Oil,20,1.31031888268513,0.14192901445453812,-9.410687972556154,34.977975803698
Palm Oil,5,1.30736236678112,0.19952360806207758,-9.200237923023986,35.2977628710821
Soy Refined Oil,45,1.57274257138449,0.3026409997934265,-8.559506650441445,36.221511470199
Palm Oil,50,1.74370503805249,0.33880467763225824,-6.800442709172977,73.5094908243636
Olive Oil,25,1.38999087780232,0.22324569144593873,-8.845991162946929,34.3417008060129
Palm Oil,25,1.66187412177571,0.3396097220217518,-8.867862817529618,66.7832029134684
Soy Refined Oil,25,1.49416332182305,0.2563952396736987,-8.651320262101233,52.6780935774039
Palm Oil,50,1.74567758419213,0.338729179512453,-7.329499702477958,64.9479994880904
Palm Oil,50,1.7477137326532,0.3590542555887386,-7.535610971342025,74.2119935356821
Soy Refined Oil,15,1.48619932710034,0.24275318221574227,-9.014219104695055,45.1856921870494
Soy Refined Oil,25,1.62770483487262,0.3544844740346208,-7.797568029399896,59.7681215698309
Olive Oil,10,1.28779786905604,0.21004278268263926,-9.90443045801377,36.2160579467475
Olive Oil,20,1.50597261124506,0.19146382375728055,-8.325225630575751,55.5552914501514
Palm Oil,45,1.6340886558924,0.1840812372011063,-7.134305717175082,58.1805698423556
Olive Oil,30,1.49704234943607,0.2712602663133696,-8.984923164098193,46.6421281556528
Soy Refined Oil,25,1.62102105903535,0.3377152481630789,-7.028823072498945,67.004765509975
Soy Refined Oil,5,1.27602722880095,0.12402377208711092,-9.469660999914455,25.4675583190832
Olive Oil,35,1.52653662762552,0.2670414993896629,-7.134903092740749,64.2948122036031
Soy Refined Oil,30,1.55166602116243,0.2639867876750938,-8.192269468571181,46.4748638983909
Olive Oil,5,1.29750084963667,0.2456925822924131,-9.254066334217956,42.0375154055119
Palm Oil,40,1.73950835934512,0.21902064049421227,-7.652071524988052,62.2029879255
Palm Oil,40,1.61444597100205,0.30587888893158877,-8.918413728631954,64.562190507397
Soy Refined Oil,25,1.30207052079587,0.21269147600610006,-8.733729978899364,54.5495413396494
Palm Oil,50,1.76520982161383,0.376435715833986,-6.229664420156459,74.5440488692608
Palm Oil,35,1.69129407534929,0.24001530969117912,-8.491957799942062,58.5564933910984
Olive Oil,30,1.55003777310611,0.2513591554261721,-8.341703201327226,36.7349153355196
Olive Oil,25,1.5373764507433,0.22376457986859588,-8.85586625720802,49.6055625483044
Palm Oil,50,1.75918703415268,0.3544543020286784,-9.03704344904323,72.458729625677
Olive Oil,25,1.56821589566242,0.24217113260668577,-8.621620852581879,37.7958474793805
Olive Oil,35,1.53827591144646,0.19658700470156856,-7.479492449562643,42.2839695320996
Soy Refined Oil,40,1.53361148541026,0.22077559579872208,-7.641541967701945,51.9313980492269
Olive Oil,35,1.56215680161211,0.2752463818010854,-8.87077022257708,63.6037722094579
Palm Oil,50,1.76520982161383,0.376435715833986,-6.289637062011418,73.5374690894561
Olive Oil,45,1.62437304767773,0.3201927236640907,-7.302707909118482,59.1862539332561
Palm Oil,45,1.53798636961514,0.2326544266130391,-8.29841272898026,62.4547906612329
Olive Oil,25,1.61196893075822,0.2454734398038129,-8.264040602791084,51.3177673320231
Palm Oil,45,1.6573926110415,0.3281225729903816,-8.386849199313916,59.7925116931733
Soy Refined Oil,50,1.61584935172731,0.33257936010982525,-7.2223427540275065,63.9586852168742
Palm Oil,45,1.49701609632397,0.24938491917491357,-7.893113369033641,59.7011176223008
Olive Oil,35,1.53311367180897,0.29293439101736024,-7.0654835074722735,42.8231943349717
Olive Oil,25,1.55774385192578,0.24498619136724398,-8.97557544977468,36.8474315290794
Olive Oil,20,1.49030901689524,0.24797745438123123,-7.79789302120748,35.9875513538641
Olive Oil,40,1.54339577424085,0.3366369879055696,-7.860271109535234,54.6945378131437
Soy Refined Oil,35,1.64854105256605,0.24760601994213452,-8.029328064715894,56.6360153926354
Olive Oil,20,1.42903462550587,0.2293177886102579,-8.51543555862604,57.878730624254
Palm Oil,15,1.36562296978998,0.27135072835507595,-9.587582937144667,36.6463071682988
Palm Oil,40,1.55497584267382,0.2745935302450574,-8.431112402682482,49.3255035862682
Olive Oil,5,1.21951453894571,0.11748854213133667,-9.035526763142506,28.994799445518
Palm Oil,50,1.73936537098213,0.3604255896040093,-6.953475731403724,64.8012356005997
Soy Refined Oil,15,1.54074140442675,0.19918924254498685,-7.879306669724588,52.5588740763798
Palm Oil,50,1.64483298952069,0.3512937480835706,-7.402482296187292,68.388016637243
Olive Oil,50,1.72101580682211,0.36713840689320243,-7.364894809575054,66.2434854230718
Olive Oil,45,1.55905124547948,0.27855202221966496,-9.018108198017837,50.6863957297735
Soy Refined Oil,25,1.43797362241496,0.24015294002396198,-8.561535774267846,54.4472187337233
Soy Refined Oil,15,1.28747697838187,0.17618340108381536,-9.15375370009556,34.1000190968408
Olive Oil,20,1.43496251699405,0.22951195811305347,-8.302005069681401,55.1768854817015
Soy Refined Oil,5,1.2453926695855,0.10028719193320257,-9.22707255674848,23.3009090942569
Palm Oil,50,1.69825954941717,0.36429364500346845,-7.062956437056755,64.590009390019
Olive Oil,15,1.31538209677461,0.14276995904379686,-9.058960437468105,27.7496591711771
Soy Refined Oil,25,1.42720129521158,0.23202600732851372,-9.163712661922302,39.7106016940882
Soy Refined Oil,35,1.64161431741458,0.1885610774821337,-8.604289945753766,36.2652766365283
Olive Oil,35,1.53434919344194,0.25182828121226625,-8.637109577479396,48.1576082603755
Soy Refined Oil,15,1.26823500818829,0.16177635885947778,-9.31885065470208,27.3954545701851
Olive Oil,25,1.36622721612061,0.12312808913712275,-8.565294746285156,37.8354478404017
Palm Oil,30,1.56808570326827,0.21507904845471237,-7.969126867808335,55.7053653399031
Olive Oil,10,1.67100972001169,0.22222321526024666,-8.579840145721462,37.3163926136406
Soy Refined Oil,15,1.69922778048075,0.2523179210804978,-7.5592796443007995,67.2878638299408
Olive Oil,40,1.70790442835371,0.3054953052097734,-8.714428834305272,55.801446128528
Olive Oil,25,1.50784173426093,0.22892499096368252,-7.436930800688932,58.2240948367866
Olive Oil,20,1.42685993549187,0.1671882014843974,-9.43746120184627,37.8030141686355
Olive Oil,30,1.64127995490508,0.3029787281532004,-7.587572845510809,42.8014852854359
Palm Oil,30,1.54877367120757,0.28260789893862703,-7.032570916324264,32.9854004383224
Palm Oil,5,1.27140605963627,0.1402804218179331,-10.026771926158885,25.8788660529828
Soy Refined Oil,5,1.20696369197341,0.11187797825004332,-9.787607015109483,28.4225256572264
Palm Oil,5,1.28315625487699,0.11045778808548865,-9.782764516795892,32.6332915185337
Soy Refined Oil,15,1.36385372387392,0.1365256869718284,-9.124600006960229,25.6160097036354
Olive Oil,30,1.64452458698596,0.2256569619511593,-8.523855811795919,52.2731938554015
Olive Oil,45,1.54713588403839,0.24599302280026306,-7.586157186414644,48.1543463754897
Palm Oil,50,1.74434005353698,0.34391000472463734,-7.054867475125142,72.39765696144
Palm Oil,5,1.33013017360947,0.1808754502020837,-8.657969319392931,58.0101685529795
Olive Oil,45,1.59800230526652,0.31206198743928615,-7.448492249803581,66.2002187781989
Soy Refined Oil,5,1.2892897040387,0.13336364639512707,-10.1081594024964,25.7009805646247
Olive Oil,30,1.54163879678329,0.30611269805992536,-9.231644011318053,47.6518345763461
Palm Oil,20,1.5593603850538,0.21470526056061107,-10.010407729867792,47.5966252561241
Soy Refined Oil,20,1.47656352022574,0.18874256211910453,-9.476554353508359,35.6564379169709
Olive Oil,35,1.7282912640472,0.24514745808216704,-7.925264078431543,64.1024330963879
Soy Refined Oil,25,1.56252565049567,0.22132899424230013,-8.200394566799167,48.171391944472
Soy Refined Oil,40,1.67727951902685,0.33752278357661736,-7.361885851904473,58.8247653591937
Olive Oil,25,1.54222809094483,0.2879250319525347,-8.183423644106005,50.3453827305183
Olive Oil,30,1.53320988433006,0.2484133119398442,-7.436926909256471,39.7436176757754
Olive Oil,40,1.4988522504345,0.25484736756908305,-7.224864666299277,60.485613580363
Olive Oil,25,1.59282524466328,0.2392408759109641,-8.284016931261647,49.1932819076351
Palm Oil,10,1.69802668794474,0.13982927993094102,-8.521667959000917,52.8313401289196
Palm Oil,50,1.76341721684133,0.34039344804870003,-7.834389345300211,68.4541905846349
Palm Oil,40,1.66557296449727,0.3123085137344289,-7.220245557619893,60.3008838900843
Soy Refined Oil,25,1.53389122557279,0.26029416651109283,-7.490888226341906,40.3518571960292
Palm Oil,45,1.73887075168813,0.320002626102975,-6.79122917238081,70.1884511216968
Palm Oil,40,1.67585648765626,0.31297490098766517,-7.270041750307795,64.3387769631421
Olive Oil,50,1.73009043209195,0.3574595494476125,-6.8468664971329005,70.4687754178412
Palm Oil,40,1.73466073573726,0.2892351623201172,-6.856869348482599,70.8734285368588
Soy Refined Oil,10,1.2836772105717,0.15519117051687248,-9.4063764394548,37.3166320934402
Olive Oil,10,1.23568391959983,0.1417218040403968,-8.638524883891693,33.6553708029046
Soy Refined Oil,15,1.37340270678042,0.1804613625870784,-8.931148919091552,36.1350601943803
Palm Oil,50,1.74797826173179,0.37399297328334696,-7.233154664944999,64.6698077395175
Soy Refined Oil,30,1.46867585848106,0.19606262990886422,-7.532543926206166,59.4175762312564
Olive Oil,5,1.38243250948836,0.14438651790481913,-9.273914367624517,26.5224537906199
Olive Oil,40,1.58971444233702,0.2075953235819698,-6.844796055383946,63.3114222479102
Soy Refined Oil,15,1.54125258279879,0.26342517749249145,-9.180442767604255,35.1379520371263
Olive Oil,15,1.4514785642638,0.10875017248661732,-9.067405252678379,33.0982830157557
Olive Oil,45,1.59149439916659,0.29397465838077447,-8.008449799056384,68.2037302049902
Palm Oil,20,1.49677990888896,0.33362235562463466,-7.3653120217483705,56.9929719679318
Olive Oil,30,1.52163768104241,0.20126215885857204,-9.407325201093496,38.8750913839637
Olive Oil,10,1.48520544321934,0.175540494875037,-9.318312030157498,35.9204103544209
Soy Refined Oil,50,1.74068713612915,0.18752445176420657,-7.3889964918048285,62.9418727564405
Olive Oil,25,1.59873801505815,0.21042695913760906,-8.486405729726894,55.9514858036848
Olive Oil,35,1.24176763035853,0.21537251617616981,-9.278259531947457,28.0640187232238
Soy Refined Oil,10,1.31624580748244,0.1139346057473683,-9.15781294661953,31.0016848937032
Soy Refined Oil,20,1.48129396435283,0.24454932881578928,-8.563026289494777,38.6613251454754
Soy Refined Oil,5,1.21794007981724,0.11759697249420908,-10.010547725442352,20.8428405829005
Palm Oil,50,1.75373606570182,0.376435715833986,-6.492310091907372,72.8808663758343
Olive Oil,25,1.40271887626967,0.23126076212351754,-9.53978791899618,38.4741307519011
Palm Oil,15,1.60529132512467,0.2358334398369632,-8.435424840596722,34.7872851211891
Soy Refined Oil,15,1.53508063140772,0.13815166693840353,-9.42329749621156,39.6581097254516
Palm Oil,40,1.46437010572301,0.2501080252745456,-7.373133658080587,32.4242992679177
Soy Refined Oil,25,1.43096256119945,0.2447922079016486,-9.461716594351735,39.0821698927962
Soy Refined Oil,5,1.3409772571406,0.11062230140702198,-9.889795568759196,23.310193502089
Palm Oil,45,1.63476829225721,0.3318281333862782,-7.107164677758604,70.4400612082923
Soy Refined Oil,20,1.58487573252863,0.17285729284627788,-9.2486454735439,35.3968404164893
Palm Oil,50,1.76520982161383,0.3352681639360381,-7.816113573091991,63.1005715055094
Olive Oil,50,1.64253466893395,0.22029646419568621,-7.685668124080586,69.8375433992956
Olive Oil,50,1.53043507666747,0.1771757166887337,-7.5675320367553836,48.5055445837493
Olive Oil,45,1.68827760003142,0.22378263775473664,-8.102039442014004,59.2565795314382
Olive Oil,45,1.71072683069135,0.3345075012717783,-7.105574498949719,67.2515484362246
Olive Oil,15,1.39186411662677,0.16517321890199194,-8.490665871927122,52.9371113817939
Olive Oil,45,1.67389135490969,0.33832503869008,-8.632156870791622,61.6571897146582
Olive Oil,10,1.3083496766851,0.12919426500513656,-8.695708026225395,24.4282178525827
Palm Oil,5,1.32039001618452,0.3022078168162683,-9.784144800495598,26.3102700290562
Palm Oil,45,1.65225126435378,0.29719795968575247,-6.981292765239014,66.6590199181543
Olive Oil,10,1.55366270479555,0.34584638885560953,-7.2965812395259615,62.5576667444532
Palm Oil,10,1.28655390957467,0.22077575247574202,-9.810860813578698,49.1373615281763
Olive Oil,35,1.49661799471813,0.27021845615304224,-8.520940608008429,70.7386467450496
Olive Oil,15,1.32965582047599,0.14897725060046055,-9.403180779426242,35.1662446651987
Soy Refined Oil,25,1.65572580564842,0.23450137755332703,-8.520726031595064,53.566064719434
Olive Oil,25,1.5457305506455,0.23094107133850347,-7.9909450896181,47.7754870724862
Palm Oil,50,1.75610022414968,0.37184266999346943,-7.467173457865455,65.3361576950693
Palm Oil,10,1.33263814847872,0.0971599577119798,-9.053658074621993,30.8357125862799
Palm Oil,45,1.68141068922505,0.32139225764793283,-7.435019033708959,60.5774478153247
Olive Oil,10,1.30108821797487,0.1758851834570965,-9.154804166690534,39.4592762638431
Palm Oil,25,1.49921055995977,0.26287112565344295,-8.239625307043367,55.1751391705766
Olive Oil,20,1.35758165954807,0.20011695666014487,-8.745530188743007,50.1741672429015
Olive Oil,20,1.47761660696627,0.21132485761043748,-9.775561476033111,25.8686655513274
Olive Oil,30,1.5680508688405,0.26311846321051113,-8.81046272654638,25.8925110302034
Palm Oil,40,1.53081494846533,0.2121175481767501,-8.469517770758591,60.1226782814079
Palm Oil,10,1.30527313019434,0.12629291819352625,-9.823373904112266,37.1217146390602
Olive Oil,5,1.24018083007648,0.0971599577119798,-9.557594940750107,20.8428405829005
Soy Refined Oil,30,1.51183092835056,0.1742966378555817,-9.22570016962672,58.8119861622364
Palm Oil,35,1.54118491962629,0.19682230082872954,-8.537236410676796,44.7699897047887
Soy Refined Oil,10,1.34690114873483,0.12671993333194081,-9.425935857981417,34.1820754058318
Soy Refined Oil,15,1.66036397717021,0.21038759701312276,-8.896966929334743,43.8793507873347
Soy Refined Oil,25,1.61933081213433,0.22871056805374634,-7.676699095016182,49.5721854869677
Palm Oil,15,1.34011318030371,0.16574129287635844,-9.392402003954187,27.7156670170576
Olive Oil,20,1.48374297753021,0.2254291565045549,-9.412717621980626,37.8778301739584
Soy Refined Oil,40,1.58378044133287,0.250516597621115,-9.16821562421178,51.5591316476159
Palm Oil,45,1.68640377802582,0.26271241906621573,-8.308041200780774,63.5544042444825
Olive Oil,25,1.47080499985812,0.14166127999070888,-8.351507693138661,53.0252056559583
Olive Oil,45,1.66564113954454,0.2307941540484543,-7.461230700230979,65.4570019199472
Soy Refined Oil,15,1.37213340626595,0.15791810199530049,-9.878477628661432,33.2013963082911
Soy Refined Oil,15,1.56295510305691,0.18226543155260083,-8.581144006669524,45.3139642549269
Soy Refined Oil,10,1.32561631702546,0.15796944027236526,-9.540960568875223,33.7911474628116
Palm Oil,40,1.49717845098782,0.22443903363155226,-8.939994571897873,59.3843691426006
Soy Refined Oil,30,1.58810199279987,0.26262388492988253,-8.573241363335764,54.8193718786138
Soy Refined Oil,5,1.36088615439573,0.13908392822658228,-10.211211594966498,31.1458983244482
Olive Oil,35,1.58302701881645,0.3207312665768388,-7.780358875447524,62.3632239486816
Olive Oil,10,1.3320879530126,0.24811102642936822,-8.445754660755185,42.9922024729909
Palm Oil,15,1.28505250315115,0.14269166481656526,-9.823350531579333,24.2747320224577
Olive Oil,20,1.52340387141977,0.21144235856656063,-9.189850610331678,64.1930747600975
Olive Oil,30,1.6204569181881,0.2789724865407691,-7.232902736770765,43.3591719035138
Soy Refined Oil,5,1.54827851238211,0.1258006952911055,-8.141261007711218,43.767134410974
Palm Oil,20,1.38855430599873,0.17420529268448526,-9.104642014388336,44.0835665005987
Palm Oil,50,1.70102394961869,0.376435715833986,-6.954081548564699,63.0286833660633
Palm Oil,5,1.52166229686726,0.20520353720912804,-9.090841445365582,29.2057884895002
Palm Oil,15,1.35082087742937,0.13314054319799334,-8.910079108408876,36.9059941242697
Olive Oil,45,1.72806179303926,0.3146279329640146,-7.861685444463112,60.0234670695727
Palm Oil,10,1.25647818126263,0.11458501107526424,-9.609762326042157,29.7385674450809
Olive Oil,25,1.47580238029514,0.2776718415994586,-8.04627922257368,59.5359735853366
Palm Oil,25,1.48541391770405,0.2666208825607211,-7.788067814433321,39.7098084754914
Soy Refined Oil,20,1.54137893814445,0.24502643950078298,-8.921419990893018,51.3829831722754
Olive Oil,20,1.35494328438448,0.14069637287679174,-9.22181362984591,43.423046899686
Olive Oil,10,1.25100041563009,0.1534652737766352,-9.907267422343516,30.4945319061638
Soy Refined Oil,40,1.7100563139779,0.3386619614410281,-6.560938075691071,52.8619866136045
Soy Refined Oil,15,1.55591468363989,0.27919152246355017,-9.134338823458357,45.1001855695019
Olive Oil,20,1.52515990855682,0.22639761813464251,-9.130252868565377,57.2741986556697
Palm Oil,40,1.67428399356211,0.29355911224957415,-8.283915811472978,67.6392257422785
Olive Oil,15,1.56930098803918,0.2896850625732208,-7.7956398891906815,58.8210227790717
Palm Oil,20,1.24779279723374,0.15345252013605365,-8.838523137978818,43.3371331721529
Olive Oil,10,1.27678945129081,0.14452599928839738,-9.26580994186155,29.3940234533461
Soy Refined Oil,30,1.53129590405153,0.18563225346046341,-7.832203916158924,63.2658823844683
Palm Oil,5,1.29152931932832,0.21072600494266755,-9.664919518622897,31.4777064391258
Palm Oil,40,1.61916315789934,0.31682522942556723,-7.507037349362538,56.6379633353054
Soy Refined Oil,15,1.59139005039721,0.25320622280464655,-9.15423744103807,55.1236644088524
Olive Oil,15,1.62895175223553,0.18206254955968537,-8.798521127496523,64.6945205604782
Soy Refined Oil,30,1.6319686486873,0.2402999391929396,-7.76851581263425,61.3336671683922
Palm Oil,45,1.68723783229171,0.3273809000669456,-6.937582023305359,64.553728074329
Olive Oil,30,1.55751634510865,0.21092505189586155,-8.838147039879248,37.5931404087182
Soy Refined Oil,15,1.559694062836,0.2341690011668261,-8.503265861884481,52.1069073607332
Soy Refined Oil,25,1.53912965621033,0.24481007153102916,-9.181469343675168,48.5896079021895
Palm Oil,10,1.30226181422967,0.1327261759576245,-9.88058721827575,29.2933962779518
Olive Oil,15,1.5484344959868,0.22156959548996136,-6.990603557573827,50.9481086335646
Olive Oil,15,1.33764243110876,0.12482487166717332,-9.005657900593484,37.6377274473559
Olive Oil,40,1.52308943823117,0.23771336686410768,-8.63517118312808,64.5231604934478
Olive Oil,35,1.55297892610326,0.25399099895294297,-7.744426766568031,41.3409207541719
Olive Oil,35,1.52852270257062,0.19700974926929593,-8.419682401751441,56.4623782682942
Soy Refined Oil,10,1.60608360761554,0.21137733895606525,-8.729622849475254,53.227293294754
Soy Refined Oil,40,1.72739288505114,0.331867271030423,-7.790595279762676,57.842501448246
Soy Refined Oil,35,1.5266449617143,0.26935913766716235,-8.814336863263142,37.8151521603447
Palm Oil,45,1.65568140498604,0.22889473810882366,-8.180984396209462,52.9229089981916
Soy Refined Oil,20,1.34651898352842,0.21126986468802786,-8.968399334007994,45.608962833485
Palm Oil,45,1.67162348666296,0.337094201401417,-7.363634660173464,67.4276305728777
Palm Oil,15,1.31699953087597,0.20741465081146876,-8.627456802367035,37.4756834875647
Palm Oil,40,1.64189347480774,0.31911796210916654,-7.398318223685149,57.719709280698
Palm Oil,10,1.37029629013286,0.12345081125640103,-8.924552915462161,32.4701433425461
Olive Oil,10,1.56067210656593,0.26001678438102527,-9.923330024240407,31.7915479706018
Soy Refined Oil,20,1.36806713948194,0.15085473811823313,-8.185967617482536,40.6565570360401
Soy Refined Oil,5,1.2413627865973,0.11733878176778256,-9.27805224387587,24.3899774945478
Palm Oil,5,1.36613331386963,0.22285701810476355,-9.038630225247566,38.0076315670581
Olive Oil,40,1.58429189585266,0.2728319827536083,-8.617141590130716,35.7809375942535
Palm Oil,30,1.5516375192436,0.25339878670867566,-9.592957080418145,31.8085109750324
Palm Oil,45,1.63943352587306,0.2961066399258717,-7.315431436757278,76.1259680787886
Soy Refined Oil,10,1.28414002680999,0.1525185573819948,-10.176157318461671,26.6384030140469
Olive Oil,35,1.57560157766893,0.2549790483675766,-6.970613078190186,58.8334551966237
Olive Oil,20,1.58231742379464,0.3179391285233282,-8.832277145047403,48.9481437261866
Olive Oil,35,1.69661839462282,0.33973134384004733,-7.993601010692039,59.585660972872
Soy Refined Oil,5,1.2316033668008,0.0971599577119798,-10.158782024836423,20.8428405829005
Soy Refined Oil,10,1.29304262494629,0.138705868553092,-8.936567006000141,32.8701668588101
Olive Oil,25,1.46764034609247,0.24251193950922323,-9.38998626929789,38.1647693720242
Olive Oil,40,1.45114489164961,0.22159246551393139,-9.251077957890784,36.2759213738452
Olive Oil,25,1.48051075941822,0.23089753714239708,-8.769592052983183,36.8067120426135
Olive Oil,15,1.31685716641655,0.1059540125198754,-9.699352439974138,27.0518392627432
Olive Oil,20,1.4385865850152,0.18504747368624191,-7.168682152564765,45.4827703213712
Olive Oil,20,1.4074384745815,0.14582430104430683,-9.556978004442106,36.1545941050359
Soy Refined Oil,30,1.51551621579,0.22919825546163258,-8.904087873904215,33.9730794279037
Olive Oil,20,1.36256747135386,0.20541023858485627,-9.115534964000378,45.7944501159818
Soy Refined Oil,25,1.59389714155609,0.21756659183113936,-8.711698079867341,55.1137209699264
Olive Oil,25,1.49824271336878,0.272958041781117,-8.715858518789934,49.4662748918762
Olive Oil,15,1.52314647898655,0.18973692651511265,-8.861231450391214,43.0357389920213
Soy Refined Oil,15,1.32197000248307,0.15190692588374896,-9.181605091409716,40.8131714669512
Olive Oil,45,1.7244545998545,0.27780328350892836,-7.535811879540647,59.6826822961718
Soy Refined Oil,10,1.31708441766873,0.15651917175846677,-9.26830199074427,33.9446381732631
Olive Oil,40,1.28583281609318,0.23340175972345095,-8.767170001176249,36.6605315229312
Palm Oil,15,1.31740242297016,0.14898829844844885,-9.251287045793404,33.4160051365597
Olive Oil,40,1.4519985450259,0.16255730679122202,-8.711686118269782,49.7820186918608
Palm Oil,40,1.66772660150734,0.33659232997693067,-6.1830459541072615,63.9877055199134
Soy Refined Oil,15,1.60940924588091,0.24360664591360895,-7.546487124299742,45.7571659221102
Palm Oil,45,1.68339446001796,0.3252629525634773,-7.442563715174325,65.0074362847591
Olive Oil,35,1.54367158444907,0.2660433423520088,-8.336004772447467,53.1686235909856
Soy Refined Oil,10,1.26647927687712,0.0971599577119798,-9.219548818310177,28.5089983650894
Soy Refined Oil,20,1.30184726211215,0.17550990610255252,-8.660379231965287,35.8907363286895
Palm Oil,40,1.72963162363064,0.29979572459947246,-6.345114506545009,73.6177637648437
Palm Oil,35,1.67494478659336,0.29353330883913,-8.502815734849868,54.2920388992559
Olive Oil,40,1.59097799372992,0.27945639177173764,-7.7155950365050545,61.3964252875734
Olive Oil,40,1.47904306149567,0.24255731995521798,-7.468779047101773,56.1593024206739
