Adulterant,Adulteration,frequency_shift,sensitivity,S11,q_factor
Olive Oil,35,1.64738645028838,0.3083238117508385,-7.885041728635898,53.6676313495267
Soy Refined Oil,50,1.59083124363466,0.3224584160982478,-7.3603078595926,55.1632101520145
Soy Refined Oil,25,1.47221740176775,0.24087246200203524,-9.64744395427351,55.074491141031
Olive Oil,10,1.72736556587243,0.36436986299089813,-7.000134538937747,76.9848995819067
Soy Refined Oil,30,1.21272482137963,0.09999384371435958,-10.432720340951638,26.627617645903
Soy Refined Oil,50,1.46705770304387,0.19759964389078108,-8.97660035563443,43.5510326012242
Olive Oil,10,1.7262312559616,0.3468054309372455,-7.473295495621985,74.0252960868166
Soy Refined Oil,20,1.73647439840841,0.3555935839534443,-6.9158123107932,73.1770883772826
Soy Refined Oil,10,1.27869785901316,0.1290434565305732,-10.134535228381193,41.7604284964484
Olive Oil,35,1.6915936254225,0.3645263605761083,-7.317197702834361,74.303877998557
Palm Oil,45,1.40574431911424,0.18459544397157795,-9.35359380030273,49.0524950955858
Palm Oil,15,1.27288848397422,0.1267952954793706,-9.254097123769153,44.204862798393
Soy Refined Oil,50,1.53621572317895,0.29277359575871764,-8.589466432457678,54.9686896078317
Olive Oil,20,1.696263978183,0.31890165852443003,-7.433159968955872,71.21278056546
Palm Oil,45,1.49835152940973,0.28767705273336,-8.560379057468356,51.5108926509496
Olive Oil,20,1.45604217054146,0.23285096418159046,-7.819848174017682,44.476602702615
Palm Oil,10,1.31315775563373,0.1610238589490351,-8.711566140720802,39.8039745400848
Soy Refined Oil,5,1.36699744650297,0.20823146858828384,-9.607085032142171,47.999708971219
Soy Refined Oil,50,1.34654797926692,0.149987828248276,-9.385990285261695,29.048321918588
Olive Oil,20,1.69045773726781,0.3533113082196816,-8.003388198494019,63.3569275347633
Palm Oil,40,1.40590146172509,0.16628532380448854,-8.739402927713302,48.1100943554619
Soy Refined Oil,40,1.45893623810363,0.19520564486368017,-8.931589307443957,54.0046419192997
Soy Refined Oil,50,1.35514116809228,0.15965180159253733,-9.264059504328497,35.8131261047137
Olive Oil,40,1.44623116390617,0.20962850879473818,-8.880983186716993,54.8658285579046
Olive Oil,5,1.31459221267663,0.20048147353115314,-9.489676637043797,40.231992365925
Palm Oil,10,1.50406668072959,0.245309481312288,-8.523566713719099,51.2997470276037
Palm Oil,50,1.56054739061858,0.24274015459940265,-8.886225922424188,59.1195293365623
Palm Oil,45,1.69077598513666,0.32747153312895017,-7.479322862371791,64.636732436315
Soy Refined Oil,20,1.6884987086388,0.34668332529858537,-7.255951779981019,76.9554560955674
Palm Oil,25,1.39436498784626,0.17486123017969563,-8.408347387102442,42.7773664439227
Soy Refined Oil,5,1.63603167886249,0.3078146508948995,-7.442296859742963,59.4000443194485
Palm Oil,45,1.49738339289052,0.226921795595326,-8.429628670881483,47.6695297130154
Soy Refined Oil,45,1.6164034473991,0.3103635033919967,-8.58502084418482,73.4898954818331
Olive Oil,35,1.33536087639226,0.16685056166579396,-9.183536035788036,52.3836670427584
Soy Refined Oil,15,1.66019299681482,0.3118799453355602,-7.736790763849744,61.0061898636275
Palm Oil,25,1.44010336995233,0.22642900093836799,-8.746607866261035,46.1595761457157
Palm Oil,50,1.63114932014628,0.25573095326412154,-7.926520123789126,69.4642940136057
Olive Oil,40,1.39903261216066,0.19012884781243258,-9.56841370150691,42.7321631099329
Palm Oil,10,1.40993410590198,0.21769165018955428,-9.22096467294721,44.0349307751762
Palm Oil,40,1.52703295513271,0.24354850386927504,-9.21469286368668,57.3944191009923
Palm Oil,10,1.22480635055023,0.14423041617137486,-9.96014743537914,32.1720281713598
Soy Refined Oil,15,1.50193873560893,0.25950797422059046,-8.105543901674688,49.6035113266254
Palm Oil,35,1.38677580848472,0.2141075578683772,-9.239453027243128,55.0114607552107
Olive Oil,40,1.56615144182134,0.2363365954221066,-8.648620910923452,58.1534835459239
Olive Oil,15,1.56031536237792,0.2997979456047577,-8.007783059079653,50.3904025301366
Palm Oil,25,1.28951091333239,0.1302489267995266,-10.64621890649671,45.8880656892332
Soy Refined Oil,20,1.22032760617108,0.10602761416433024,-10.956679488089536,24.6729479426208
Olive Oil,45,1.29166811336152,0.14406681344768946,-9.691044032032277,43.7764940512578
Olive Oil,30,1.67055308025975,0.3337417454917246,-8.566150376945345,56.0234921933648
Olive Oil,25,1.42777925625107,0.2562230719756388,-8.850464942379466,57.5404706719463
Palm Oil,30,1.38536472236914,0.16172664101519432,-8.783458991926562,61.8431508970862
Soy Refined Oil,20,1.7507809749134,0.3705314589596772,-7.322955962243021,77.0070410330767
Palm Oil,15,1.62576433278505,0.33160896350871955,-7.83476016868363,56.0303804047032
Palm Oil,45,1.3781415034893,0.23628794143593818,-8.577603334392423,42.2255447213105
Olive Oil,5,1.6385525891531,0.32517395193447407,-7.874076139513285,65.0652327169338
Olive Oil,40,1.35345111024358,0.17559346418998978,-9.722791613854122,35.5128880556804
Olive Oil,5,1.38881507056,0.19518743082112647,-10.045719151495101,41.8973890036029
Palm Oil,30,1.41624375872268,0.2024345954758316,-9.573926642790147,42.374228003765
Soy Refined Oil,15,1.7136900191612,0.3571273830897529,-6.881074107575145,76.2823293585966
Soy Refined Oil,15,1.71602706920942,0.3491235042011033,-7.588062207156242,75.024984168125
Soy Refined Oil,30,1.44154014670528,0.24225810182870414,-8.142016071883006,50.9947448996229
Palm Oil,45,1.65152679124186,0.32247606633792397,-8.017569311980528,67.2834367666957
Olive Oil,15,1.62230023662298,0.31957259001018734,-8.36622597180891,54.0701793854565
Palm Oil,50,1.29373577861924,0.15117775492892355,-9.945866286581705,40.4076799878639
Olive Oil,50,1.3297555525856,0.17414051060351282,-9.961986931114318,29.9010359883604
Soy Refined Oil,15,1.45585892884153,0.2443899710093412,-8.101026897339427,48.3481343848015
Soy Refined Oil,15,1.45957257258302,0.22241993042398275,-8.379160429959924,48.2454094359344
Soy Refined Oil,20,1.5316558659759,0.29355972006596187,-7.799304829181273,53.8709411098283
Palm Oil,50,1.59920612052394,0.26577101096146716,-8.211481393862588,62.8496327278662
Soy Refined Oil,10,1.43899136099401,0.18663404795108698,-8.385023057262977,49.6662891290356
Palm Oil,45,1.61143880847366,0.2994641841646148,-8.009599331426223,62.951764601674
Olive Oil,50,1.35691280845821,0.145073149854629,-8.908438398019909,43.0455876600477
Palm Oil,45,1.69461143878222,0.35697112554326504,-7.760184514051793,68.9923290514262
Olive Oil,30,1.38785123839283,0.24809132972769415,-8.922834882655616,37.2659585489179
Soy Refined Oil,45,1.70785800605307,0.34762522825861875,-7.145890261460883,68.8059396002676
Palm Oil,50,1.68723591631214,0.34034775448377264,-7.398724960861475,65.5021879604876
Soy Refined Oil,35,1.44377936421433,0.20669407153461278,-8.395428519881047,60.7384484653
Palm Oil,10,1.30140233163925,0.18298536533332257,-10.351358494436756,50.1240337933644
Olive Oil,5,1.60327235106812,0.32761590986964995,-7.791826370819459,53.2972551625024
Palm Oil,20,1.28514553796113,0.14820284292858862,-8.539964547399467,45.9568095521696
Olive Oil,15,1.65273377104624,0.3371727889594076,-7.17618983323159,64.1505154169641
Palm Oil,5,1.63570793936946,0.3382905430287463,-8.021405018109228,66.8843555219738
Soy Refined Oil,35,1.44620215437188,0.21654680870439796,-8.36407268059683,51.941472905769
Olive Oil,45,1.27056887759096,0.1351377534084254,-9.944779529037454,34.3895955827479
Olive Oil,10,1.708136614446,0.36336126280126757,-7.607919617836412,73.6719115698868
Soy Refined Oil,15,1.28351909466983,0.13274035939208495,-9.441417124266856,33.5547309926375
Palm Oil,5,1.44033261078758,0.20191025930310824,-8.8610243920802,42.680962531301
Palm Oil,5,1.68295116886935,0.3484939260273513,-6.968199293880161,66.9355583319296
Soy Refined Oil,15,1.48697831383911,0.2593643539758002,-8.756904184294685,53.9892882722335
Palm Oil,20,1.31342712809679,0.19038208596895606,-8.595922349342967,57.9871933627792
Soy Refined Oil,10,1.30387085867277,0.13783769890718015,-8.47924467620246,32.0903715164233
Soy Refined Oil,15,1.58875364336712,0.2592874631298022,-8.730608469008514,62.6413532564836
Palm Oil,35,1.35675683381631,0.1718192879153695,-9.554795381664114,48.3023216232995
Olive Oil,10,1.27794777961714,0.12855118113152394,-9.766988055713146,31.2405135550493
Soy Refined Oil,10,1.42921651391394,0.21459337149055507,-8.669568727991788,61.6536980225062
Soy Refined Oil,35,1.55836301093861,0.2552568867838904,-8.83515981981211,47.9338049033254
Olive Oil,5,1.52152550718149,0.2596409858859948,-9.067082360483258,60.2846586886936
Palm Oil,35,1.23103731333768,0.10740498278907731,-10.038210293240954,30.6234117471923
Soy Refined Oil,15,1.6502657094374,0.32555898613586565,-7.486085039355734,62.0944187528388
Olive Oil,20,1.72154568942393,0.357555564606473,-7.399352315346674,73.1477972640202
Olive Oil,30,1.25008637906644,0.11151000801148671,-9.31710004517514,38.3690284904747
Soy Refined Oil,10,1.72083824742759,0.3403736757897483,-7.377205528479233,71.0502500137321
Olive Oil,50,1.60081773249936,0.30412596118314084,-7.053179969052438,59.3419412730087
Soy Refined Oil,5,1.35233065487286,0.17044889877252897,-9.558624738764301,42.0638927773396
Soy Refined Oil,5,1.59075464427852,0.2900032663246293,-9.010360115849641,60.8586504202577
Soy Refined Oil,35,1.64337446721356,0.32050965430287914,-7.5646986335334905,66.4882266569484
Olive Oil,10,1.35774512323803,0.15917581851967708,-9.629705868067612,42.0176248603094
Palm Oil,45,1.5533805099574,0.3063199895765041,-7.740261431096313,58.6520086274858
Olive Oil,15,1.6596707469401,0.3176287165440804,-7.174160616239159,69.6006111213848
Palm Oil,50,1.28997367764232,0.1297407696990493,-10.27047729616032,36.0706317262352
Palm Oil,20,1.24361154880907,0.13481924480130258,-10.231932224329498,33.5560015219155
Soy Refined Oil,30,1.35977854346384,0.15599217722610334,-8.911636671106923,42.2441869523201
Olive Oil,15,1.60911593082342,0.3188971564389005,-7.694219282574499,65.0788900417759
Palm Oil,10,1.32656205371796,0.19211247141485824,-10.07484592229292,43.8189216849385
Olive Oil,50,1.37508744564518,0.18781650498055502,-8.31267264123891,39.7883527809562
Olive Oil,10,1.34468431572185,0.18563403080722113,-9.291578490061378,53.8739877199609
Palm Oil,35,1.52244839893389,0.2572773688355825,-9.381364373155483,62.2536956901489
Soy Refined Oil,40,1.48220476714736,0.24114880200720556,-8.086593692508687,41.0270122181647
Olive Oil,30,1.60160711917605,0.3170187366172615,-8.367330148364234,63.5446644872912
Olive Oil,15,1.57890567423598,0.27516829814931687,-8.465504136014037,46.5881177258977
Palm Oil,20,1.68370315125563,0.33339771619812303,-7.962374387394606,64.472455504212
Soy Refined Oil,10,1.25890321396837,0.12020828707867401,-10.143988033734496,28.8578235004758
Palm Oil,25,1.32547492491394,0.1998042371814518,-9.10280878938416,52.6914653436981
Olive Oil,25,1.58933717366017,0.2880004668062627,-8.812080420406119,49.2822228365997
Palm Oil,15,1.3063540961244,0.1546126662008048,-10.256171793944924,40.1698266278003
Soy Refined Oil,10,1.46449279745485,0.25835948623909466,-8.365497985585845,61.6864237570064
Palm Oil,30,1.53589652130387,0.27198069453208973,-8.322692384049313,63.669850849438
Palm Oil,20,1.656088638181,0.3139794596468788,-7.562445040843496,56.8999377131039
Palm Oil,45,1.3074927255983,0.1740338067052054,-9.258376793712724,44.799741390061
Soy Refined Oil,35,1.37596116406349,0.19354546308493517,-9.44298615622769,46.8935876903267
Olive Oil,45,1.56715762960266,0.29123112079441105,-8.25420460137516,53.905132259113
Palm Oil,10,1.56275540681396,0.3098208315835369,-7.397639274686715,64.9940709980342
Palm Oil,35,1.68607598541246,0.35476267924210514,-7.168752364148952,75.2648588698354
Soy Refined Oil,25,1.64864123968282,0.31606118056958576,-6.769891290213092,68.062721892684
Soy Refined Oil,35,1.44438030714262,0.2503636467947824,-8.448002386710986,48.9747827338542
Soy Refined Oil,35,1.39913568257876,0.21161160106356228,-8.68255848012445,50.8352383755616
Olive Oil,50,1.39660446773613,0.20511967078127089,-9.585668321600265,46.2315280137988
Olive Oil,20,1.33609945048952,0.19097144603197866,-8.927341016619241,40.2333136385618
Soy Refined Oil,25,1.43154563310448,0.2207038871692154,-8.35881414397478,45.1941170272054
Palm Oil,25,1.38867202411368,0.19951159420553222,-8.514078940609117,52.6519843573074
Soy Refined Oil,15,1.42002736531332,0.20071761494074591,-9.054335028192554,52.7485087757411
Palm Oil,10,1.43331291198467,0.20947814295211223,-8.700020651887673,58.7104985366428
Palm Oil,20,1.29704106017624,0.14869856911770335,-10.038917848658027,42.4976330030587
Soy Refined Oil,30,1.39055868668946,0.1827823756552509,-8.912636866917751,53.1306624483959
Palm Oil,15,1.27718518469263,0.1229667560287337,-10.028414334620006,33.1205148871012
Palm Oil,45,1.69309251322982,0.3497760121153045,-7.071614713055117,73.9936144702522
Palm Oil,45,1.493468923211,0.2508019008186968,-8.484772769876706,56.8100138964252
Palm Oil,15,1.42319376212524,0.18688600461586205,-9.345933192716682,38.8781760112399
Olive Oil,30,1.64144141321581,0.30271368074323024,-8.17514511957253,59.4959549687234
Palm Oil,20,1.73337137665767,0.36150032704375445,-7.945896808137078,74.268832491615
Olive Oil,40,1.4815380689276,0.29775368560564464,-7.905959396226858,40.9292571660647
Palm Oil,30,1.28102824109405,0.1475983182989814,-10.066623543094341,39.7439816317053
Olive Oil,10,1.59080571131002,0.3031308050187119,-8.869961603531126,66.7280476390602
Soy Refined Oil,40,1.33460689785969,0.15901781965609973,-8.25416406168761,47.1295605551852
Olive Oil,50,1.37296259676577,0.20928575566652646,-9.778556567402317,41.2175828294057
Soy Refined Oil,10,1.45405833901082,0.20317700223722163,-8.722126778384027,65.2182819283099
Soy Refined Oil,5,1.43391674260042,0.20333392058799038,-7.901155186976226,56.449885349327
Olive Oil,35,1.37701099423603,0.20748064211168393,-9.193434769582469,32.2735297737234
Soy Refined Oil,40,1.55584747639216,0.28806877888035154,-8.56353712381819,51.787659955423
Soy Refined Oil,45,1.7063753799727,0.33761454374053834,-8.327814325274485,67.9198700090197
Palm Oil,50,1.50134765483151,0.2587313199847118,-9.031446619780752,52.0299888229906
Olive Oil,50,1.39399976937854,0.23971463628321268,-8.274739727707985,43.055247032592
Olive Oil,10,1.26995762451224,0.14045122167707827,-9.915384574479194,35.2253898581395
Soy Refined Oil,45,1.50985471983335,0.245798986668386,-8.674194079639221,51.9898672496738
Olive Oil,15,1.47133779978262,0.24765320550168268,-8.49777024968967,42.605072161123
Olive Oil,35,1.54909798188325,0.25737641687076884,-8.02069963187175,62.0446702234595
Palm Oil,15,1.57664861228018,0.2948012372728897,-9.003998308023862,69.1373163307288
Olive Oil,40,1.36274731155192,0.23792556978299248,-8.098354303852073,51.1318973850543
Palm Oil,30,1.52546152520151,0.27245453068921854,-8.236673445323131,62.3815906085499
Palm Oil,15,1.31745191378761,0.15414166911832144,-9.427949107577312,44.6920771586271
Palm Oil,25,1.43595447521106,0.23037897799922627,-8.626522090005636,61.1603707614288
Olive Oil,5,1.41147257421952,0.24977492150995126,-8.724666595564994,53.2577936573557
Soy Refined Oil,10,1.53040545634481,0.2655685936761915,-9.570980696112366,48.5917703121502
Olive Oil,5,1.44797268794542,0.18353342042596849,-8.917815729771922,47.4221939145112
Palm Oil,15,1.56686881943211,0.2872207040597491,-9.277255270273917,59.4052558077082
Soy Refined Oil,20,1.26068907847159,0.12455228218264873,-9.21419409580881,40.4501020685633
Palm Oil,30,1.60969695179012,0.3164588806213857,-8.19380690570636,68.4974566616225
Soy Refined Oil,15,1.73996601041696,0.36416122106572735,-6.111136865021042,78.9296757908278
Soy Refined Oil,50,1.64867682242078,0.33096740867176466,-8.067983945989806,69.0694671626809
Soy Refined Oil,5,1.71829586015518,0.3496975441453406,-8.062137345718467,72.0564335401865
Palm Oil,5,1.49129194289917,0.21270935089447834,-9.445630899986526,52.267544156896
Olive Oil,25,1.21520328211634,0.11222974780585777,-10.978789223653271,28.6723393938442
Olive Oil,30,1.24426095611644,0.13441898032411861,-9.97554841386626,38.9782283716469
Palm Oil,25,1.57077011861369,0.2958239632194861,-8.281365303307693,62.8065388848371
Palm Oil,30,1.41275637560008,0.1951041167944349,-8.983967661952136,41.7823330858309
Soy Refined Oil,40,1.62132171478458,0.31132962290750954,-8.076883888251388,68.7375615284238
Olive Oil,10,1.67179843158365,0.348626402094276,-7.205911751970309,72.3707041940117
Olive Oil,40,1.38275241984327,0.18117691796712374,-9.99429874508988,45.1495342656617
Palm Oil,30,1.35989777499293,0.18130325049975693,-9.483565096482533,41.909854190658
Palm Oil,40,1.29824291956823,0.15489615279439986,-9.268707239018406,30.1049754160149
Palm Oil,45,1.46593706737273,0.24292271668218374,-8.597132801414887,50.7056626725345
Olive Oil,10,1.47589353315709,0.2549846376770162,-9.055262970412905,55.4726484427877
Palm Oil,10,1.47982613041082,0.23566902772522283,-8.831769458313767,58.1427871703032
Palm Oil,40,1.56038315520621,0.24967385298343578,-8.759662892183359,53.783845792745
Palm Oil,40,1.26658485678273,0.13722910084325096,-9.245987692267096,31.8908746774104
Olive Oil,35,1.49314233854887,0.27201478353594005,-7.490039411278289,51.3774689900862
Palm Oil,10,1.36232953242785,0.16888115873565093,-8.669313234711181,54.8002173181961
Olive Oil,50,1.63417594361948,0.3340226871356853,-7.514467948515776,54.4637832376105
Palm Oil,10,1.67899811844921,0.3334726328658316,-7.281915008925603,67.015286181708
Palm Oil,50,1.43754019312465,0.21678799512227298,-9.162979884379396,48.0447125937478
Palm Oil,40,1.58337542826361,0.32041694289484757,-7.815887173383631,67.9551417376692
Soy Refined Oil,45,1.49716617844833,0.24644713089857637,-9.116012151051565,62.4250262270441
Olive Oil,5,1.71664657291327,0.3482782163670125,-6.827185132287895,65.497857405478
Soy Refined Oil,45,1.21360511484869,0.09863002310752833,-10.063661029927095,23.8879312176539
Palm Oil,15,1.75622453330511,0.36456147185330656,-7.288351272397592,77.1332029672297
Palm Oil,30,1.24824815246317,0.13839120351471004,-10.212592147241152,41.7540883857542
Soy Refined Oil,10,1.70876309855307,0.35574852279152225,-7.5385445102117785,67.3582315720873
Palm Oil,5,1.76185920707471,0.3738972758429485,-6.413886116283574,76.9921015487566
Olive Oil,10,1.51555868878801,0.2549373585260848,-7.865400359300901,48.3906149800377
Soy Refined Oil,50,1.55039050126869,0.2506061323639508,-9.114946132623572,58.4267450143304
Palm Oil,20,1.26684818926572,0.15024258445357172,-8.530604579860142,34.5619595191398
Palm Oil,40,1.334576906062,0.21770699026254253,-8.908637714917921,50.3592114822747
Olive Oil,5,1.44953172110301,0.25520014736454816,-8.62294952724515,56.9572402323711
Soy Refined Oil,40,1.61582558374911,0.321345040694735,-9.213947508818721,57.1224511993892
Olive Oil,15,1.24765295805495,0.13578165897644143,-9.474969930133204,31.9679526714507
Olive Oil,10,1.21769910457074,0.10310347666894838,-10.216882793734689,25.6731472553127
Palm Oil,50,1.61831279674129,0.28357857485386695,-7.8341609973754895,53.4953182327008
Olive Oil,15,1.55192115096985,0.23064301085677905,-7.449473549651648,58.973069089387
Soy Refined Oil,45,1.61522900862253,0.3132110028180574,-7.794873709230357,68.031711685689
Soy Refined Oil,35,1.39313546194655,0.18571222469744003,-7.9858386749555175,43.0513458719007
Palm Oil,5,1.70607619918194,0.3503307405410977,-7.795018449181962,69.7872604221108
Palm Oil,20,1.73090278949163,0.37047885342007203,-7.640887038269824,73.3246545617826
Olive Oil,40,1.41290277285805,0.25311261039373384,-9.31604230453641,43.8073816847111
Soy Refined Oil,40,1.47172251036226,0.2134699807254173,-7.646946002424051,39.9374867754084
Olive Oil,45,1.53813989456205,0.2663625105846814,-7.458883097652944,62.9436059514856
Soy Refined Oil,5,1.76004480889276,0.37044788954089736,-6.032801321634558,80.0482780318818
Olive Oil,30,1.65272939977518,0.3038284667226381,-7.466409644253874,69.474449951497
Soy Refined Oil,25,1.72538222653364,0.34491587590896905,-7.648495621645197,72.860528823426
Soy Refined Oil,45,1.69141346063084,0.35060185394250165,-7.383499992347166,75.0020612597964
Palm Oil,40,1.31417688093733,0.18116474497702792,-9.143702781352566,45.2770968991549
Palm Oil,5,1.40943408233832,0.23902276865491598,-9.549848081026793,52.8427942056517
Palm Oil,15,1.62962858839466,0.3034218549067895,-7.216927013869991,68.871393050716
Soy Refined Oil,30,1.64987151283768,0.2924337767635018,-7.726726115770628,65.0163001801305
Soy Refined Oil,15,1.44835643745742,0.19611499319970918,-9.260499502900945,35.7815775846265
Palm Oil,30,1.70210437658964,0.359580018241359,-7.389869748273712,72.5170760306195
Soy Refined Oil,10,1.41500044852985,0.22181154598576938,-9.321477945782965,58.4009083511119
Palm Oil,40,1.417024518979,0.153732066016668,-9.322252287541012,37.5903236401955
Palm Oil,35,1.40478142027463,0.1928728823936085,-8.993326825060288,57.5548661952426
Palm Oil,45,1.57401942750263,0.2533707217835844,-7.193998391239032,65.0741579157716
Olive Oil,10,1.6528458131876,0.3377618742670512,-6.59028009483451,62.7063716871673
Palm Oil,30,1.54440042654743,0.24119993850468108,-8.479915348100862,65.3071031816161
Palm Oil,20,1.32581322282051,0.2061561932003091,-9.335106580893797,46.9309563542238
Soy Refined Oil,5,1.69159176390093,0.32421993856619596,-7.191965334926827,61.2886147038
Olive Oil,10,1.45268553350687,0.22791080930118576,-8.565478487108713,50.6161189551913
Olive Oil,45,1.40486812674722,0.21534205424653843,-9.13615270069837,53.9111239525718
Soy Refined Oil,30,1.46723762419903,0.260256568792536,-9.136280089148157,50.4250653029257
Palm Oil,30,1.33910458593532,0.16267811859012882,-8.59302732404728,50.4616792847017
Palm Oil,25,1.37761147066209,0.20099982179661532,-9.701381957738121,39.8136524146372
Palm Oil,25,1.57826613422164,0.26087275482033256,-8.047023195908633,53.9041919250602
Soy Refined Oil,30,1.50547777171483,0.2518314292496866,-7.855890073260572,55.7169563511118
Olive Oil,10,1.56411173240401,0.3348531294050825,-7.556248921993843,68.3699912224447
Palm Oil,30,1.23607938087371,0.11239657645292803,-10.525832987021005,30.6190789638054
Soy Refined Oil,20,1.40699803192733,0.2118465363970916,-9.228045296464488,43.315810098402
Olive Oil,30,1.63835957817728,0.3222159648799703,-7.852942187405183,64.2488325221953
Palm Oil,40,1.67535799590419,0.2937785185973482,-9.20443254227546,69.020990364779
Palm Oil,25,1.41285455597064,0.22370498814129294,-8.902689963391145,46.7798314193832
Palm Oil,20,1.23696065272552,0.1219376907524105,-10.09228400674635,28.5803473294276
Palm Oil,45,1.61351668140475,0.32000824363380714,-8.327606543861933,59.0654485235652
Palm Oil,40,1.62719310449198,0.2846075114386185,-8.774696561093345,67.5919448541258
Palm Oil,45,1.66694263308558,0.34246789604205696,-7.137140663291606,66.4805271008074
Palm Oil,30,1.36774239152916,0.14617573627067515,-9.510167683283289,40.0622995036476
Palm Oil,45,1.50234782882087,0.2194659170510727,-8.700059165464955,50.0418621585355
Olive Oil,30,1.66198904381927,0.3395327865451675,-7.028120958106548,73.8044283379224
Palm Oil,35,1.53092209628423,0.26979689774815263,-8.256858720957611,54.7192824103933
Palm Oil,25,1.70182152889271,0.36023778468098744,-8.114538864066049,74.076319012527
Olive Oil,10,1.68029721847839,0.3219280476453914,-7.371055218303309,64.9017882238924
Soy Refined Oil,10,1.23049269851257,0.11735046457874643,-10.591895176236275,35.7579469211587
Palm Oil,45,1.41883680639119,0.22842201198568018,-8.189287595165688,54.8934052417915
Soy Refined Oil,50,1.52012529624502,0.2630317338527509,-8.80489556110426,57.4801356168043
Soy Refined Oil,40,1.2843856719547,0.15259748867431122,-9.939521638422748,38.741021059318
Palm Oil,45,1.62482126142376,0.31036703982478736,-8.754262940520618,73.9826313956235
Palm Oil,15,1.45563684491511,0.24088841240619085,-8.490394947371374,51.5719284246752
Olive Oil,15,1.52296265348387,0.23312809440193355,-8.376130234752184,55.8701692205429
Soy Refined Oil,50,1.76399407783096,0.37476645410039455,-6.487484356936557,74.734631672776
Palm Oil,20,1.49804616733721,0.19991544230693936,-9.246781105704498,53.5623063472524
Palm Oil,10,1.21074974358336,0.09929128217026162,-10.831744472854563,25.318356187536
Palm Oil,10,1.382250515256,0.2114405197304773,-9.256084398406198,43.7057457365087
Olive Oil,20,1.56742627934638,0.26762470787006365,-8.741317425783901,54.0245365977826
Soy Refined Oil,5,1.46908822121052,0.21408839895680903,-8.753144651046506,52.8423602344276
Olive Oil,5,1.60351252729548,0.3126085124137079,-8.348790472300399,72.9278173453502
Palm Oil,20,1.61813905629709,0.2765909484363499,-8.166485767669478,61.1346598306702
Soy Refined Oil,35,1.64450000895399,0.3257481268310173,-7.935949624004163,68.2774960695975
Olive Oil,50,1.72121146425296,0.36001979769033277,-7.521868194248726,64.0582830929472
Olive Oil,50,1.4525061917856,0.20930548952413086,-9.34573739777971,39.8436726599759
Palm Oil,5,1.37707273612024,0.21360098972203476,-9.845485307171549,46.7792878857113
Soy Refined Oil,10,1.42319076627709,0.20532013748094502,-8.947935660370941,56.9559671157058
Olive Oil,5,1.28815596962131,0.1382444567951574,-9.400658649068504,46.0916906504283
Olive Oil,40,1.52737642097485,0.3260464604820981,-7.543275869628804,56.6804659192666
Olive Oil,20,1.37755843299805,0.16010942277802886,-9.232240034402123,39.7156643071184
Soy Refined Oil,5,1.38363322741209,0.23950989585128368,-8.173183338204417,48.6001253754238
Palm Oil,15,1.41996498262705,0.1881596474029238,-8.652005874879364,49.7871822580982
Olive Oil,10,1.35620795246114,0.19203147658259956,-8.967718979177477,44.5709410157816
